x,y,X,Y,Z
1.137911668398887741e+03,1.466095076628421566e+03,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00
1.180347503002001304e+03,1.466657527350042301e+03,4.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00
1.223125761993556353e+03,1.467224516614292952e+03,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00
1.266250606813609465e+03,1.467796099577504947e+03,1.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.309726266607760181e+03,1.468372332293389263e+03,1.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.353557039609710955e+03,1.468953271731359564e+03,2.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.397747294557850637e+03,1.469538975795310535e+03,2.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.442301472146829383e+03,1.470129503342854377e+03,2.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.487224086515152521e+03,1.470724914205038658e+03,3.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.532519726769823819e+03,1.471325269206555504e+03,3.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.578193058549135685e+03,1.471930630186452618e+03,4.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.624248825624709752e+03,1.472541060019369297e+03,4.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.670691851543954726e+03,1.473156622637304054e+03,4.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.717527041314127018e+03,1.473777383051935885e+03,5.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.764759383129236085e+03,1.474403407377513759e+03,5.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.812393950141064124e+03,1.475034762854329074e+03,6.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.860435902275630724e+03,1.475671517872790901e+03,6.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.908890488096454646e+03,1.476313741998123987e+03,6.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.957763046716040662e+03,1.476961505995701373e+03,7.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.007059009757042759e+03,1.477614881857039336e+03,7.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.056783903364620528e+03,1.478273942826469238e+03,8.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.106943350271555573e+03,1.478938763428509219e+03,8.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.157543071917746602e+03,1.479609419495955308e+03,8.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.208588890625764179e+03,1.480285988198717178e+03,9.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.260086731834197053e+03,1.480968548073419697e+03,9.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.138208437425348166e+03,1.418650499681044948e+03,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00
1.180617471068530676e+03,1.419022053816350308e+03,4.000000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
1.223368486190083786e+03,1.419396604120669053e+03,8.000000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
1.266465636083703203e+03,1.419774186981848288e+03,1.200000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.309913141570969856e+03,1.420154839379361647e+03,1.600000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.353715292379358061e+03,1.420538598896379881e+03,2.000000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.397876448554132594e+03,1.420925503732143397e+03,2.400000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.442401041905096690e+03,1.421315592714635386e+03,2.800000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.487293577489214385e+03,1.421708905313572814e+03,3.200000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.532558635130136281e+03,1.422105481653718243e+03,3.600000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
