x,y,X,Y,Z
9.367129683828995894e+02,1.472880633146549371e+03,0.000000000000000000e+00,8.000000000000000000e+01,3.500000000000000000e+02
9.817194335522131041e+02,1.473518221700833919e+03,4.000000000000000000e+01,8.000000000000000000e+01,3.500000000000000000e+02
1.027118675112400297e+03,1.474161374560830382e+03,8.000000000000000000e+01,8.000000000000000000e+01,3.500000000000000000e+02
1.072915857302298491e+03,1.474810164886240727e+03,1.200000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.119116235292078954e+03,1.475464667124954303e+03,1.600000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.165725157193479845e+03,1.476124957041527068e+03,2.000000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.212748066123607714e+03,1.476791111746417300e+03,2.400000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.260190502323975579e+03,1.477463209726005971e+03,2.800000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.308058105336512426e+03,1.478141330873423613e+03,3.200000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.356356616238337665e+03,1.478825556520208920e+03,3.600000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.405091879937163867e+03,1.479515969468826825e+03,4.000000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.454269847529248636e+03,1.480212654026072869e+03,4.400000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.503896578721901960e+03,1.480915696037391854e+03,4.800000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.553978244322611999e+03,1.481625182922140539e+03,5.200000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.604521128796943458e+03,1.482341203709823276e+03,5.600000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.655531632897430427e+03,1.483063849077336727e+03,6.000000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
1.707016276365777003e+03,1.483793211387248220e+03,6.400000000000000000e+02,8.000000000000000000e+01,3.500000000000000000e+02
