1000,15,15,274
1001,30,15,274
1002,45,15,274
1003,60,15,274
1004,75,15,274
1005,90,15,274
1006,105,15,274
1007,120,15,274
1008,135,15,274
1009,150,15,274
1010,165,15,274
1011,180,15,274
1012,195,15,274
1013,210,15,274
1014,225,15,274
1015,240,15,274
1016,255,15,274
1017,270,15,274
1018,285,15,274
1019,15,30,274
1020,30,30,274
1021,45,30,274
1022,60,30,274
1023,75,30,274
1024,90,30,274
1025,105,30,274
1026,120,30,274
1027,135,30,274
1028,150,30,274
1029,165,30,274
1030,180,30,274
1031,195,30,274
1032,210,30,274
1033,225,30,274
1034,240,30,274
1035,255,30,274
1036,270,30,274
1037,285,30,274
1038,15,45,274
1039,30,45,274
1040,45,45,274
1041,60,45,274
1042,75,45,274
1043,90,45,274
1044,105,45,274
1045,120,45,274
1046,135,45,274
1047,150,45,274
1048,165,45,274
1049,180,45,274
1050,195,45,274
1051,210,45,274
1052,225,45,274
1053,240,45,274
1054,255,45,274
1055,270,45,274
1056,285,45,274
1057,15,60,274
1058,30,60,274
1059,45,60,274
1060,60,60,274
1061,75,60,274
1062,90,60,274
1063,105,60,274
1064,120,60,274
1065,135,60,274
1066,150,60,274
1067,165,60,274
1068,180,60,274
1069,195,60,274
1070,210,60,274
1071,225,60,274
1072,240,60,274
1073,255,60,274
1074,270,60,274
1075,285,60,274
1076,15,75,274
1077,30,75,274
1078,45,75,274
1079,60,75,274
1080,75,75,274
1081,90,75,274
1082,105,75,274
1083,120,75,274
1084,135,75,274
1085,150,75,274
1086,165,75,274
1087,180,75,274
1088,195,75,274
1089,210,75,274
1090,225,75,274
1091,240,75,274
1092,255,75,274
1093,270,75,274
1094,285,75,274
1095,15,90,274
1096,30,90,274
1097,45,90,274
1098,60,90,274
1099,75,90,274
1100,90,90,274
1101,105,90,274
1102,120,90,274
1103,135,90,274
1104,150,90,274
1105,165,90,274
1106,180,90,274
1107,195,90,274
1108,210,90,274
1109,225,90,274
1110,240,90,274
1111,255,90,274
1112,270,90,274
1113,285,90,274
1114,15,105,274
1115,30,105,274
1116,45,105,274
1117,60,105,274
1118,75,105,274
1119,90,105,274
1120,105,105,274
1121,120,105,274
1122,135,105,274
1123,150,105,274
1124,165,105,274
1125,180,105,274
1126,195,105,274
1127,210,105,274
1128,225,105,274
1129,240,105,274
1130,255,105,274
1131,270,105,274
1132,285,105,274
1133,15,120,274
1134,30,120,274
1135,45,120,274
1136,60,120,274
1137,75,120,274
1138,90,120,274
1139,105,120,274
1140,120,120,274
1141,135,120,274
1142,150,120,274
1143,165,120,274
1144,180,120,274
1145,195,120,274
1146,210,120,274
1147,225,120,274
1148,240,120,274
1149,255,120,274
1150,270,120,274
1151,285,120,274
1152,15,135,274
1153,30,135,274
1154,45,135,274
1155,60,135,274
1156,75,135,274
1157,90,135,274
1158,105,135,274
1159,120,135,274
1160,135,135,274
1161,150,135,274
1162,165,135,274
1163,180,135,274
1164,195,135,274
1165,210,135,274
1166,225,135,274
1167,240,135,274
1168,255,135,274
1169,270,135,274
1170,285,135,274
1171,15,150,274
1172,30,150,274
1173,45,150,274
1174,60,150,274
1175,75,150,274
