x,y,X,Y,Z
1.139831775676489315e+03,6.606932620772709015e+02,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00
1.178411777010647484e+03,6.683690102458533602e+02,4.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00
1.217239968659751639e+03,6.760941375302866163e+02,8.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00
1.256318753314514879e+03,6.838691219618876858e+02,1.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.295650564779472916e+03,6.916944477622755585e+02,1.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.335237868478256360e+03,6.995706054438983301e+02,2.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.375083161968744662e+03,7.074980919125280252e+02,2.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.415188975468323179e+03,7.154774105717615384e+02,2.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.455557872389477780e+03,7.235090714295828320e+02,3.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.496192449885963015e+03,7.315935912070256109e+02,3.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.537095339409790313e+03,7.397314934489902498e+02,4.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.578269207279285638e+03,7.479233086372628350e+02,4.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.619716755258476496e+03,7.561695743057877053e+02,4.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.661440721148066814e+03,7.644708351582454497e+02,5.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.703443879388280266e+03,7.728276431879938855e+02,5.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.745729041673841493e+03,7.812405578004214703e+02,6.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.788299057581389206e+03,7.897101459377752235e+02,6.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.831156815209608794e+03,7.982369822065211338e+02,6.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.874305241832392312e+03,8.068216490072920806e+02,7.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.917747304565330751e+03,8.154647366674927298e+02,7.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.961486011045860778e+03,8.241668435766196126e+02,8.000000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.005524410127393367e+03,8.329285763243605061e+02,8.400000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.049865592587757874e+03,8.417505498415459897e+02,8.800000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.094512691852309217e+03,8.506333875440157044e+02,9.200000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
2.139468884732056267e+03,8.595777214794746897e+02,9.600000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00
1.139334118415061994e+03,6.213184740624865299e+02,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00
1.178072571842029220e+03,6.288992967939568643e+02,4.000000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
1.217061272146667534e+03,6.365290909491909588e+02,8.000000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
1.256302652044562592e+03,6.442083325922540098e+02,1.200000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.295799175885898876e+03,6.519375039778628889e+02,1.600000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
1.335553340171348964e+03,6.597170936523427827e+02,2.000000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00
