x,y,X,Y,Z
1.006945650035944482e+03,1.773010959648205016e+03,0.000000000000000000e+00,8.000000000000000000e+01,1.400000000000000000e+03
1.066447885541693267e+03,1.759588166918810657e+03,4.000000000000000000e+01,8.000000000000000000e+01,1.400000000000000000e+03
1.125465278265332472e+03,1.746274747293052769e+03,8.000000000000000000e+01,8.000000000000000000e+01,1.400000000000000000e+03
1.184003730136898412e+03,1.733069369385936170e+03,1.200000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.242069047682274686e+03,1.719970723334179638e+03,1.600000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.299666943943183242e+03,1.706977520363097028e+03,2.000000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.356803040350991068e+03,1.694088492363895057e+03,2.400000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.413482868555630830e+03,1.681302391481096038e+03,2.800000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.469711872210875072e+03,1.668617989709808171e+03,3.200000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.525495408717182954e+03,1.656034078502565308e+03,3.600000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.580838750923288671e+03,1.643549468385475848e+03,4.000000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.635747088787663415e+03,1.631162988583420884e+03,4.400000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.690225531000953197e+03,1.618873486654058524e+03,4.800000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.744279106570460044e+03,1.606679828130387250e+03,5.200000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.797912766367693621e+03,1.594580896171644781e+03,5.600000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.851131384639994849e+03,1.582575591222306230e+03,6.000000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.903939760487206740e+03,1.570662830678971659e+03,6.400000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.956342619304321033e+03,1.558841548564925688e+03,6.800000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.008344614191021265e+03,1.547110695212167229e+03,7.200000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.059950327329001993e+03,1.535469236950708364e+03,7.600000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.111164271327916140e+03,1.523916155804944310e+03,8.000000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.161990890540789678e+03,1.512450449196924183e+03,8.400000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.212434562349698808e+03,1.501071129656312905e+03,8.800000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.262499598422499730e+03,1.489777224536900576e+03,9.200000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
2.312190245941363173e+03,1.478567775739456920e+03,9.600000000000000000e+02,8.000000000000000000e+01,1.400000000000000000e+03
1.005739253760595830e+03,1.721388097092673434e+03,0.000000000000000000e+00,1.200000000000000000e+02,1.400000000000000000e+03
1.065596466942390180e+03,1.708098768894590876e+03,4.000000000000000000e+01,1.200000000000000000e+02,1.400000000000000000e+03
1.124963087596874402e+03,1.694918360653859963e+03,8.000000000000000000e+01,1.200000000000000000e+02,1.400000000000000000e+03
1.183845122487246044e+03,1.681845538766002619e+03,1.200000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.242248480713726167e+03,1.668878991309397406e+03,1.600000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.300178975690382913e+03,1.656017427606389447e+03,2.000000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.357642327074132027e+03,1.643259577795020959e+03,2.400000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.414644162647258327e+03,1.630604192411078202e+03,2.800000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.471190020154760759e+03,1.618050041980169681e+03,3.200000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.527285349097779999e+03,1.605595916619553691e+03,3.600000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.582935512484330502e+03,1.593240625649446656e+03,4.000000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.638145788538513671e+03,1.580982997213548515e+03,4.400000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.692921372369361507e+03,1.568821877908530041e+03,4.800000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.747267377600415330e+03,1.556756132422239261e+03,5.200000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.801188837961114132e+03,1.544784643180384592e+03,5.600000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.854690708841033938e+03,1.532906310001469592e+03,6.000000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.907777868807982941e+03,1.521120049759747189e+03,6.400000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.960455121090933517e+03,1.509424796055983506e+03,6.800000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.012727195028732922e+03,1.497819498895822335e+03,7.200000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.064598747485515105e+03,1.486303124375534480e+03,7.600000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.116074364233698361e+03,1.474874654374973488e+03,8.000000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.167158561305438980e+03,1.463533086257526065e+03,8.400000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.217855786313364661e+03,1.452277432576888714e+03,8.800000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.268170419741414207e+03,1.441106720790477539e+03,9.200000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
2.318106776206559516e+03,1.430019992979307517e+03,9.600000000000000000e+02,1.200000000000000000e+02,1.400000000000000000e+03
1.004518521251159314e+03,1.669151773225123179e+03,0.000000000000000000e+00,1.600000000000000000e+02,1.400000000000000000e+03
1.064734972373415530e+03,1.656000028282239782e+03,4.000000000000000000e+01,1.600000000000000000e+02,1.400000000000000000e+03
1.124454978336176964e+03,1.642956710853667801e+03,8.000000000000000000e+01,1.600000000000000000e+02,1.400000000000000000e+03
1.183684653233375002e+03,1.630020485573365249e+03,1.200000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.242430011169894669e+03,1.617190038913683111e+03,1.600000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.300696968297258536e+03,1.604464078740753394e+03,2.000000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.358491344799781473e+03,1.591841333880699722e+03,2.400000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.415818866832594495e+03,1.579320553696355773e+03,2.800000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.472685168412888743e+03,1.566900507674203709e+03,3.200000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.529095793265697921e+03,1.554579985021240418e+03,3.600000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.585056196625487473e+03,1.542357794271497369e+03,4.000000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.640571746994774912e+03,1.530232762901942124e+03,4.400000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.695647727860979785e+03,1.518203736957506862e+03,4.800000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.750289339372651284e+03,1.506269580684986295e+03,5.200000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.804501699976191503e+03,1.494429176175564180e+03,5.600000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.858289848014157087e+03,1.482681423015732207e+03,6.000000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.911658743286186564e+03,1.471025237946370908e+03,6.400000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.964613268573569258e+03,1.459459554529771822e+03,6.800000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.017158231128440548e+03,1.447983322824386960e+03,7.200000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.069298364128557296e+03,1.436595509067091371e+03,7.600000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.121038328098575221e+03,1.425295095362768961e+03,8.000000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.172382712298729530e+03,1.414081079381008976e+03,8.400000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.223336036081786460e+03,1.402952474059743281e+03,8.800000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.273902750219101108e+03,1.391908307315618003e+03,9.200000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
2.324087238196611452e+03,1.380947621760945367e+03,9.600000000000000000e+02,1.600000000000000000e+02,1.400000000000000000e+03
1.003283195432774164e+03,1.616290987563811086e+03,0.000000000000000000e+00,2.000000000000000000e+02,1.400000000000000000e+03
1.063863221906562103e+03,1.603281063953339526e+03,4.000000000000000000e+01,2.000000000000000000e+02,1.400000000000000000e+03
1.123940845232239781e+03,1.590379034428741306e+03,8.000000000000000000e+01,2.000000000000000000e+02,1.400000000000000000e+03
1.183522289406872915e+03,1.577583562349359454e+03,1.200000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.242613676042741190e+03,1.564893333062283546e+03,1.600000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.301221026464005035e+03,1.552307053452077525e+03,2.000000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.359350263752055980e+03,1.539823451501527870e+03,2.400000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.417007214741017606e+03,1.527441275863099236e+03,2.800000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.474197611964797943e+03,1.515159295440791993e+03,3.200000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.530927095557072789e+03,1.502976298982110166e+03,3.600000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.587201215105512347e+03,1.490891094679855087e+03,4.000000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.643025431461534026e+03,1.478902509783469668e+03,4.400000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.698405118506826966e+03,1.467009390219667011e+03,4.800000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.753345564877836296e+03,1.455210600222087123e+03,5.200000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.807851975649383348e+03,1.443505021969729569e+03,5.600000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.861929473978535498e+03,1.431891555233922190e+03,6.000000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.915583102709824516e+03,1.420369117033590328e+03,6.400000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.968817825942863237e+03,1.408936641298603718e+03,6.800000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.021638530563390077e+03,1.397593078540972556e+03,7.200000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.074050027738727294e+03,1.386337395533692870e+03,7.600000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.126057054378619341e+03,1.375168574997017458e+03,8.000000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.177664274562379433e+03,1.364085615291973454e+03,8.400000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.228876280933247926e+03,1.353087530120909832e+03,8.800000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.279697596060838350e+03,1.342173348234909554e+03,9.200000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
2.330132673772521684e+03,1.331342113147861028e+03,9.600000000000000000e+02,2.000000000000000000e+02,1.400000000000000000e+03
1.002033013047190593e+03,1.562794475033811750e+03,0.000000000000000000e+00,2.400000000000000000e+02,1.400000000000000000e+03
