2000,15,15,212
2001,30,15,212
2002,45,15,212
2003,60,15,212
2004,75,15,212
2005,90,15,212
2006,105,15,212
2007,120,15,212
2008,135,15,212
2009,150,15,212
2010,165,15,212
2011,180,15,212
2012,195,15,212
2013,210,15,212
2014,225,15,212
2015,240,15,212
2016,255,15,212
2017,270,15,212
2018,285,15,212
2019,15,30,212
2020,30,30,212
2021,45,30,212
2022,60,30,212
2023,75,30,212
2024,90,30,212
2025,105,30,212
2026,120,30,212
2027,135,30,212
2028,150,30,212
2029,165,30,212
2030,180,30,212
2031,195,30,212
2032,210,30,212
2033,225,30,212
2034,240,30,212
2035,255,30,212
2036,270,30,212
2037,285,30,212
2038,15,45,212
2039,30,45,212
2040,45,45,212
2041,60,45,212
2042,75,45,212
2043,90,45,212
2044,105,45,212
2045,120,45,212
2046,135,45,212
2047,150,45,212
2048,165,45,212
2049,180,45,212
2050,195,45,212
2051,210,45,212
2052,225,45,212
2053,240,45,212
2054,255,45,212
2055,270,45,212
2056,285,45,212
2057,15,60,212
2058,30,60,212
2059,45,60,212
2060,60,60,212
2061,75,60,212
2062,90,60,212
2063,105,60,212
2064,120,60,212
2065,135,60,212
2066,150,60,212
2067,165,60,212
2068,180,60,212
2069,195,60,212
2070,210,60,212
2071,225,60,212
2072,240,60,212
2073,255,60,212
2074,270,60,212
2075,285,60,212
2076,15,75,212
2077,30,75,212
2078,45,75,212
2079,60,75,212
2080,75,75,212
2081,90,75,212
2082,105,75,212
2083,120,75,212
2084,135,75,212
2085,150,75,212
2086,165,75,212
2087,180,75,212
2088,195,75,212
2089,210,75,212
2090,225,75,212
2091,240,75,212
2092,255,75,212
2093,270,75,212
2094,285,75,212
2095,15,90,212
2096,30,90,212
2097,45,90,212
2098,60,90,212
2099,75,90,212
2100,90,90,212
2101,105,90,212
2102,120,90,212
2103,135,90,212
2104,150,90,212
2105,165,90,212
2106,180,90,212
2107,195,90,212
2108,210,90,212
2109,225,90,212
2110,240,90,212
2111,255,90,212
2112,270,90,212
2113,285,90,212
2114,15,105,212
2115,30,105,212
2116,45,105,212
2117,60,105,212
2118,75,105,212
2119,90,105,212
2120,105,105,212
2121,120,105,212
2122,135,105,212
2123,150,105,212
2124,165,105,212
2125,180,105,212
2126,195,105,212
2127,210,105,212
2128,225,105,212
2129,240,105,212
2130,255,105,212
2131,270,105,212
2132,285,105,212
2133,15,120,212
2134,30,120,212
2135,45,120,212
2136,60,120,212
