4000,15,15,88
4001,30,15,88
4002,45,15,88
4003,60,15,88
4004,75,15,88
4005,90,15,88
4006,105,15,88
4007,120,15,88
4008,135,15,88
4009,150,15,88
4010,165,15,88
4011,180,15,88
4012,195,15,88
4013,210,15,88
4014,225,15,88
4015,240,15,88
4016,255,15,88
4017,270,15,88
4018,285,15,88
4019,15,30,88
4020,30,30,88
4021,45,30,88
4022,60,30,88
4023,75,30,88
4024,90,30,88
4025,105,30,88
4026,120,30,88
4027,135,30,88
4028,150,30,88
4029,165,30,88
4030,180,30,88
4031,195,30,88
4032,210,30,88
4033,225,30,88
4034,240,30,88
4035,255,30,88
4036,270,30,88
4037,285,30,88
4038,15,45,88
4039,30,45,88
4040,45,45,88
4041,60,45,88
4042,75,45,88
4043,90,45,88
4044,105,45,88
4045,120,45,88
4046,135,45,88
4047,150,45,88
4048,165,45,88
4049,180,45,88
4050,195,45,88
4051,210,45,88
4052,225,45,88
4053,240,45,88
4054,255,45,88
4055,270,45,88
4056,285,45,88
4057,15,60,88
4058,30,60,88
4059,45,60,88
4060,60,60,88
4061,75,60,88
4062,90,60,88
4063,105,60,88
4064,120,60,88
4065,135,60,88
4066,150,60,88
4067,165,60,88
4068,180,60,88
4069,195,60,88
4070,210,60,88
4071,225,60,88
4072,240,60,88
4073,255,60,88
4074,270,60,88
4075,285,60,88
4076,15,75,88
4077,30,75,88
4078,45,75,88
4079,60,75,88
4080,75,75,88
4081,90,75,88
4082,105,75,88
4083,120,75,88
4084,135,75,88
4085,150,75,88
4086,165,75,88
4087,180,75,88
4088,195,75,88
4089,210,75,88
4090,225,75,88
4091,240,75,88
4092,255,75,88
4093,270,75,88
4094,285,75,88
4095,15,90,88
4096,30,90,88
4097,45,90,88
4098,60,90,88
4099,75,90,88
4100,90,90,88
4101,105,90,88
4102,120,90,88
4103,135,90,88
4104,150,90,88
4105,165,90,88
4106,180,90,88
4107,195,90,88
4108,210,90,88
4109,225,90,88
4110,240,90,88
4111,255,90,88
4112,270,90,88
4113,285,90,88
4114,15,105,88
4115,30,105,88
4116,45,105,88
4117,60,105,88
4118,75,105,88
4119,90,105,88
4120,105,105,88
4121,120,105,88
4122,135,105,88
4123,150,105,88
4124,165,105,88
4125,180,105,88
4126,195,105,88
4127,210,105,88
4128,225,105,88
4129,240,105,88
4130,255,105,88
4131,270,105,88
4132,285,105,88
4133,15,120,88
4134,30,120,88
4135,45,120,88
4136,60,120,88
4137,75,120,88
4138,90,120,88
4139,105,120,88
4140,120,120,88
4141,135,120,88
4142,150,120,88
4143,165,120,88
4144,180,120,88
4145,195,120,88
4146,210,120,88
4147,225,120,88
4148,240,120,88
4149,255,120,88
4150,270,120,88
4151,285,120,88
4152,15,135,88
4153,30,135,88
4154,45,135,88
4155,60,135,88
4156,75,135,88
4157,90,135,88
4158,105,135,88
4159,120,135,88
4160,135,135,88
4161,150,135,88
4162,165,135,88
4163,180,135,88
4164,195,135,88
4165,210,135,88
4166,225,135,88
4167,240,135,88
4168,255,135,88
4169,270,135,88
4170,285,135,88
4171,15,150,88
4172,30,150,88
4173,45,150,88
4174,60,150,88
4175,75,150,88
4176,90,150,88
4177,105,150,88
4178,120,150,88
4179,135,150,88
4180,150,150,88
4181,165,150,88
4182,180,150,88
4183,195,150,88
4184,210,150,88
4185,225,150,88
4186,240,150,88
4187,255,150,88
4188,270,150,88
4189,285,150,88
4190,15,165,88
4191,30,165,88
4192,45,165,88
4193,60,165,88
4194,75,165,88
4195,90,165,88
4196,105,165,88
4197,120,165,88
4198,135,165,88
4199,150,165,88
4200,165,165,88
4201,180,165,88
4202,195,165,88
4203,210,165,88
4204,225,165,88
4205,240,165,88
4206,255,165,88
4207,270,165,88
4208,285,165,88
4209,15,180,88
4210,30,180,88
4211,45,180,88
4212,60,180,88
4213,75,180,88
4214,90,180,88
4215,105,180,88
4216,120,180,88
4217,135,180,88
4218,150,180,88
4219,165,180,88
4220,180,180,88
4221,195,180,88
4222,210,180,88
4223,225,180,88
4224,240,180,88
4225,255,180,88
4226,270,180,88
4227,285,180,88
4228,15,195,88
4229,30,195,88
4230,45,195,88
4231,60,195,88
4232,75,195,88
4233,90,195,88
4234,105,195,88
4235,120,195,88
4236,135,195,88
4237,150,195,88
4238,165,195,88
4239,180,195,88
4240,195,195,88
4241,210,195,88
4242,225,195,88
4243,240,195,88
4244,255,195,88
4245,270,195,88
4246,285,195,88
4247,15,210,88
4248,30,210,88
4249,45,210,88
4250,60,210,88
4251,75,210,88
4252,90,210,88
4253,105,210,88
4254,120,210,88
4255,135,210,88
4256,150,210,88
4257,165,210,88
4258,180,210,88
4259,195,210,88
4260,210,210,88
4261,225,210,88
4262,240,210,88
4263,255,210,88
4264,270,210,88
4265,285,210,88
4266,15,225,88
4267,30,225,88
4268,45,225,88
4269,60,225,88
4270,75,225,88
4271,90,225,88
4272,105,225,88
4273,120,225,88
4274,135,225,88
4275,150,225,88
4276,165,225,88
4277,180,225,88
4278,195,225,88
4279,210,225,88
4280,225,225,88
4281,240,225,88
4282,255,225,88
4283,270,225,88
4284,285,225,88
4285,15,240,88
4286,30,240,88
4287,45,240,88
4288,60,240,88
4289,75,240,88
4290,90,240,88
4291,105,240,88
4292,120,240,88
4293,135,240,88
4294,150,240,88
4295,165,240,88
4296,180,240,88
4297,195,240,88
4298,210,240,88
4299,225,240,88
4300,240,240,88
4301,255,240,88
4302,270,240,88
4303,285,240,88
4304,15,255,88
4305,30,255,88
4306,45,255,88
4307,60,255,88
4308,75,255,88
4309,90,255,88
4310,105,255,88
4311,120,255,88
4312,135,255,88
4313,150,255,88
4314,165,255,88
4315,180,255,88
4316,195,255,88
4317,210,255,88
4318,225,255,88
4319,240,255,88
4320,255,255,88
4321,270,255,88
4322,285,255,88
4323,15,270,88
4324,30,270,88
4325,45,270,88
4326,60,270,88
4327,75,270,88
4328,90,270,88
4329,105,270,88
4330,120,270,88
4331,135,270,88
4332,150,270,88
4333,165,270,88
4334,180,270,88
4335,195,270,88
4336,210,270,88
4337,225,270,88
4338,240,270,88
4339,255,270,88
4340,270,270,88
4341,285,270,88
4342,15,285,88
4343,30,285,88
4344,45,285,88
4345,60,285,88
4346,75,285,88
4347,90,285,88
4348,105,285,88
4349,120,285,88
4350,135,285,88
4351,150,285,88
4352,165,285,88
4353,180,285,88
4354,195,285,88
4355,210,285,88
4356,225,285,88
4357,240,285,88
4358,255,285,88
4359,270,285,88
4360,285,285,88
