x,y,X,Y,Z
5.253569484102690694e+02,1.176739374824516744e+03,0.000000000000000000e+00,8.000000000000000000e+01,1.050000000000000000e+03
5.700002994216542902e+02,1.188117105374357152e+03,4.000000000000000000e+01,8.000000000000000000e+01,1.050000000000000000e+03
6.149941157057655801e+02,1.199584154923551523e+03,8.000000000000000000e+01,8.000000000000000000e+01,1.050000000000000000e+03
6.603425404300631953e+02,1.211141579392902031e+03,1.200000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
7.060497823272244204e+02,1.222790451413052324e+03,1.600000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
7.521201169972468961e+02,1.234531860656341451e+03,2.000000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
7.985578882407105539e+02,1.246366914176596083e+03,2.400000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
8.453675094240654744e+02,1.258296736757085228e+03,2.800000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
8.925534648778498195e+02,1.270322471266867296e+03,3.200000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
9.401203113287677979e+02,1.282445279025768741e+03,3.600000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
9.880726793665876357e+02,1.294666340178233213e+03,4.000000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.036415274946851014e+03,1.306986854076302507e+03,4.400000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.085152880930420906e+03,1.319408039671978941e+03,4.800000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.134290358660919765e+03,1.331931135919252483e+03,5.200000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.183832649581157739e+03,1.344557402186059335e+03,5.600000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.233784776889674959e+03,1.357288118676465729e+03,6.000000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.284151847238564869e+03,1.370124586863371405e+03,6.400000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.334939052473786660e+03,1.383068129932045622e+03,6.800000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.386151671419207560e+03,1.396120093234801516e+03,7.200000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.437795071705668533e+03,1.409281844757151475e+03,7.600000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.489874711646397373e+03,1.422554775595770707e+03,8.000000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.542396142160151840e+03,1.435940300448626658e+03,8.400000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.595365008743512590e+03,1.449439858117633776e+03,8.800000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.648787053493797885e+03,1.463054912024211035e+03,9.200000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
1.702668117184123275e+03,1.476786950738127643e+03,9.600000000000000000e+02,8.000000000000000000e+01,1.050000000000000000e+03
5.216506860176037890e+02,1.131317411144135349e+03,0.000000000000000000e+00,1.200000000000000000e+02,1.050000000000000000e+03
5.665055290608295309e+02,1.142574263012155143e+03,4.000000000000000000e+01,1.200000000000000000e+02,1.050000000000000000e+03
6.117142877185938232e+02,1.153919934177632058e+03,8.000000000000000000e+01,1.200000000000000000e+02,1.050000000000000000e+03
6.572811673016967688e+02,1.165355480012907265e+03,1.200000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
7.032104400105635023e+02,1.176881972677063004e+03,1.600000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
7.495064462704841617e+02,1.188500501451015680e+03,2.000000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
7.961735960989691421e+02,1.200212173080669800e+03,2.400000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
8.432163705061215069e+02,1.212018112128359235e+03,2.800000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
8.906393229289594728e+02,1.223919461332805213e+03,3.200000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
9.384470807006570112e+02,1.235917381977841160e+03,3.600000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
9.866443465556927777e+02,1.248013054270147904e+03,4.000000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.035235900171941466e+03,1.260207677726258225e+03,4.400000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.084226599750765672e+03,1.272502471569099725e+03,4.800000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.133621383636205564e+03,1.284898675134351834e+03,5.200000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.183425271974401312e+03,1.297397548286894107e+03,5.600000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.233643368414420138e+03,1.310000371847651422e+03,6.000000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.284280861851693317e+03,1.322708448031128000e+03,6.400000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.335343028215321738e+03,1.335523100893955643e+03,6.800000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.386835232300534017e+03,1.348445676794767451e+03,7.200000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.438762929647643205e+03,1.361477544865746495e+03,7.600000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.491131668468875432e+03,1.374620097496184144e+03,8.000000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
1.543947091624505902e+03,1.387874750828418200e+03,8.400000000000000000e+02,1.200000000000000000e+02,1.050000000000000000e+03
